,url,Position,Company,Location,Job_Description
150,https://www.glassdoor.co.in/partner/jobListing.htm?pos=107&ao=972624&s=58&guid=000001713f75b27c9dff7a68ee2effe6&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_b5b6ef7a&cb=1585907610400&jobListingId=3545564140,Data Science + Python_4 to 6 years_,Capgemini, – Pune,"Job Responsibilities
Role: Data Science + Python

Exp: 4 to 6 Years

Location: Pune

Job Description
ML detailed JD 4 5 years of total IT experience Well versed with Phthon language 1 2 experience
Design machine learning systems Implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments"
152,https://www.glassdoor.co.in/partner/jobListing.htm?pos=101&ao=706416&s=58&guid=000001713f75b27c9dff7a68ee2effe6&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_cdb5cc35&cb=1585907610394&jobListingId=3464602489,Data Sciences,CloudMoyo, – Pune,"Company Description

Cloudmoyo is a partner of choice for solutions at the intersection of cloud and analytics. We help modern enterprises define their path to the Cloud and leverage the power of data driven insights.

With our suite of cloud-based AI-driven products & solutions, our Big Data Analytics solutions help modern organizations digest high-speed data in real-time giving predictive correlations and patterns.

Job Description

We are looking for a candidate with 8+ years of overall experience and 4+ years in Machine learning & good explosure to python/R/cognitive services that will help us to find insights from big data and build Machine learning algorithms for our machine learning systems.

Your primary focus will be in applying data mining techniques, doing statistical analysis, and writing python/R codes for developing Machine learning algorithms.

Responsibilities:

• Requirement gathering, solutioning & client interaction
• Leading & mentoring a team of Data Scientists
• Data mining over varied data sources
• Processing, cleansing, verifying integrity of data used for analysis
• Writing Python/R codes to use state of the art techniques for building and optimizing classifiers using machine learning techniques
• Ad-hoc analysis and results presentation in cleaner manner

Qualifications

• Experience with common data science libraries such as Numpy, Pandas etc.
• Experience scripting and programming skills with Python/R/Cognitive services.
• Frameworks: Keras, Scikit-learn, Tensorflow, Pandas, Numpy, MatplotLib, Seaborn (these are mandatory)
• Understanding of Machine learning techniques and algorithms and Natural Language Processing techniques
• Experience with big data, data visualization libraries will be appreciated.
• Should have experience on at least 5 ML algorithms
• Experience on tuning ML models for accuracy & F1 score
• Certifications in advance analytics skills is good to have
• Good communication and inter-personal skills with a bachelor/masters degree in computer science. Must have actual project/product development experience using the above listed skills

Additional Information

Additional Information

Benefits of Working @CloudMoyo

Explore our website
Competitive compensation
Family insurance. Medical, Dental, Vision and Life Insurance Benefits
Free meals
Cab facilities
Interest-free soft loans
Education benefits
Flexible hours
Subsidized day care
One-year Maternity leave
PTO
Connect with us
careers@cloudmoyo.com | LinkedIn | Twitter | Facebook | Glassdoor | www.cloudmoyo.com"
153,https://www.glassdoor.co.in/partner/jobListing.htm?pos=102&ao=437149&s=58&guid=000001713f8a0a63a0ea9a8da8ff668d&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_d17f6578&cb=1585908943724&jobListingId=3474202375,Software Developer,Behr, – Pune,"Job Description

Functional Area : IT Software - Application Programming

Role Category : Programming & Design

Role : Software Developer – SAP ABAP

Employment Type : Permanent Job, Full Time Supervisors job role : Team Lead-SAP

Work Timings : 2:30 PM to 11:00 PM

Experience : 5 years

Overseas engagement : Only Business trips (B1) on the need of project

E D U C A T I O N / T R A I N I N G / C ER T I F I C A T I O N:

Bachelor’s degree or equivalent in computer sciences.
Any SAP Certification will have an edge.

ESSENTIAL FUNCTIONS:
Write, modify, or debug new or existing SAP applications software programs.
Responsible for the technical design, development, testing and transport of enhancements within SAP modules. The candidate will be required to develop ABAP reports, code and test changes to SAP screens and transactions, and support complex batch processing.
Develop technical designs that meet client's business needs and support the company's IT direction. Properly leverage the correct technology for the defined requirements.
Create and execute comprehensive unit test plans, develop test cases, assist with integration and system test plans.
Develop clear documentation for completed products.
Investigate and resolve problems with supported applications in a production support environment.
Train and assist users in the implementation of software program updates, installations or systems modifications.
Execute emergency recovery procedures as directed.

K N O W LE D G E / S K I LL S / A B I L I T I ES R E C O MM EN D ED F O R P O S I T I O N :

Strong knowledge and experience in BDC, LSMW, ABAP Reporting, Data Dictionary. Screen Painter, Menu Painter applying user exits, ABAP query and report writer tools.
Screen Painter, Menu Painter applying user exits, ABAP query and report writer tools.
Strong knowledge and experience in ALE, EDI, IDOCs, RFCs, BAPIs and Web Services.
Strong knowledge and experience in designing and troubleshooting interfaces between SAP and external systems.
Strong knowledge and experience in integrating SAP with other systems and software
Strong knowledge and experience in SAP Workflow Configuration and Development.
Strong knowledge and experience in Smartforms and SAPscripts.
Strong knowledge and experience in SAP Performance Analysis code optimization and database optimization.
Strong knowledge on Functional areas (SD, MM, FI).
Strong knowledge on SAP Interface Technologies and Middleware Products.
Knowledge on EDI
Good understanding and knowledge of SAPs NetWeaver platform, SAP Exchange Infrastructure (XI), SAP Business and Warehouse and Database Skills
Excellent oral and written communication skills. Strong interpersonal skills to work effectively with people at all levels and with varying backgrounds in a team environment.
Ability to articulate change implications for any process or system solution
Ability to multitask effectively in a fast paced environment.
Maturity and ability to work independently in a dynamic project environment with aggressive deadlines
Excellent understanding of application development standards and processes.
Knowledgeable in object oriented programming/design techniques.
Highly motivated; experience in working independently with a high level of productivity.
Able to work effectively in a virtual team environment.

Shift

Full or Part Time

Full time

BEHR (the “Company”) is an equal opportunity employer and we want to have the best available persons in every job. The Company makes employment decisions only based on merit. It is the Company’s policy to prohibit discrimination in any employment opportunity (including but not limited to recruitment, employment, promotion, salary increases, benefits, termination and all other terms and conditions of employment) based on race, color, sex, sexual orientation, gender, gender identity, gender expression, genetic information, pregnancy, religious creed, national origin, ancestry, age, physical/mental disability, medical condition, marital/domestic partner status, military and veteran status, height, weight or any other such characteristic protected by federal, state or local law. The Company is committed to complying with all applicable laws providing equal employment opportunities. This commitment applies to all persons involved in the operations of the Company regardless of where the employee is located and prohibits unlawful discrimination by any employee of the Company.

BEHR is an E-Verify employer. E-Verify is an Internet based system operated by the Department of Homeland Security (DHS) in partnership with the Social Security Administration (SSA) that allows participating employers to electronically verify the employment eligibility of their newly hired employees in the United States. Please click on the following links for more information.

E-Verify Participation Poster: English & Spanish
E-verify Right to Work Poster: English , Spanish

No visa sponsorship is available for this position, unless specified within the job description."
154,https://www.glassdoor.co.in/partner/jobListing.htm?pos=101&ao=182791&s=58&guid=000001713f8a0a63a0ea9a8da8ff668d&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_84c534e7&cb=1585908943723&jobListingId=3474005846,Software Developer,The BEHR Paint Company, – Pune,"Job Description


Functional Area : IT Software - Application Programming

Role Category : Programming & Design

Role : Software Developer – SAP ABAP

Employment Type : Permanent Job, Full Time Supervisors job role : Team Lead-SAP

Work Timings : 2:30 PM to 11:00 PM

Experience : 5 years

Overseas engagement : Only Business trips (B1) on the need of project

EDUCATION/TRAINING/CERTIFICATION:
Bachelor’s degree or equivalent in computer sciences.
Any SAP Certification will have an edge.
ESSENTIAL FUNCTIONS:
Write, modify, or debug new or existing SAP applications software programs.
Responsible for the technical design, development, testing and transport of enhancements within SAP modules. The candidate will be required to develop ABAP reports, code and test changes to SAP screens and transactions, and support complex batch processing.
Develop technical designs that meet client's business needs and support the company's IT direction. Properly leverage the correct technology for the defined requirements.
Create and execute comprehensive unit test plans, develop test cases, assist with integration and system test plans.
Develop clear documentation for completed products.
Investigate and resolve problems with supported applications in a production support environment.
Train and assist users in the implementation of software program updates, installations or systems modifications.
Execute emergency recovery procedures as directed.
KNOWLEDGE/SKILLS/ABILITIES RECOMMENDED FOR POSITION:
Strong knowledge and experience in BDC, LSMW, ABAP Reporting, Data Dictionary. Screen Painter, Menu Painter applying user exits, ABAP query and report writer tools.
Screen Painter, Menu Painter applying user exits, ABAP query and report writer tools.
Strong knowledge and experience in ALE, EDI, IDOCs, RFCs, BAPIs and Web Services.
Strong knowledge and experience in designing and troubleshooting interfaces between SAP and external systems.
Strong knowledge and experience in integrating SAP with other systems and software
Strong knowledge and experience in SAP Workflow Configuration and Development.
Strong knowledge and experience in Smartforms and SAPscripts.
Strong knowledge and experience in SAP Performance Analysis code optimization and database optimization.
Strong knowledge on Functional areas (SD, MM, FI).
Strong knowledge on SAP Interface Technologies and Middleware Products.
Knowledge on EDI
Good understanding and knowledge of SAPs NetWeaver platform, SAP Exchange Infrastructure (XI), SAP Business and Warehouse and Database Skills
Excellent oral and written communication skills. Strong interpersonal skills to work effectively with people at all levels and with varying backgrounds in a team environment.
Ability to articulate change implications for any process or system solution
Ability to multitask effectively in a fast paced environment.
Maturity and ability to work independently in a dynamic project environment with aggressive deadlines
Excellent understanding of application development standards and processes.
Knowledgeable in object oriented programming/design techniques.
Highly motivated; experience in working independently with a high level of productivity.
Able to work effectively in a virtual team environment.
Shift
Full or Part Time
Full time

BEHR (the “Company”) is an equal opportunity employer and we want to have the best available persons in every job. The Company makes employment decisions only based on merit. It is the Company’s policy to prohibit discrimination in any employment opportunity (including but not limited to recruitment, employment, promotion, salary increases, benefits, termination and all other terms and conditions of employment) based on race, color, sex, sexual orientation, gender, gender identity, gender expression, genetic information, pregnancy, religious creed, national origin, ancestry, age, physical/mental disability, medical condition, marital/domestic partner status, military and veteran status, height, weight or any other such characteristic protected by federal, state or local law. The Company is committed to complying with all applicable laws providing equal employment opportunities. This commitment applies to all persons involved in the operations of the Company regardless of where the employee is located and prohibits unlawful discrimination by any employee of the Company.

BEHR is an E-Verify employer. E-Verify is an Internet based system operated by the Department of Homeland Security (DHS) in partnership with the Social Security Administration (SSA) that allows participating employers to electronically verify the employment eligibility of their newly hired employees in the United States. Please click on the following links for more information.

E-Verify Participation Poster: English & Spanish
E-verify Right to Work Poster: English, Spanish

No visa sponsorship is available for this position, unless specified within the job description."
155,https://www.glassdoor.co.in/partner/jobListing.htm?pos=103&ao=389273&s=58&guid=000001713f8a0a63a0ea9a8da8ff668d&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_7e4bf24d&cb=1585908943724&jobListingId=3518373396,Required Examination Software Developer,Vedokt Skill & Consulting Pvt. Ltd., – Pune,"Job Summary
Required examination Software Developer for online examination
With Real time online video-audio monitoring & Recording
Experience- 3 - 7 years of experience
Responsibilities and Duties
Design and implementation.

Responsible for the development of online platform Translate designs & Wireframes into high quality code. Design,build & maintain high performance reusable & reliable code. Minimum Job Requirements C/C++skills: -Strong Knowledge of C/C++
Qualifications and Skills
B.E./B.Tech/B.Sc. in Computer Science or I.T.

Job Types: Part-time, Temporary, Contract

Salary: ₹10,000.00 to ₹50,000.00 /month

Experience:
.Net: 1 year (Required)
software development: 1 year (Required)
Java: 1 year (Required)
Education:
Bachelor's (Required)
Industry:
Software Development"
156,https://www.glassdoor.co.in/partner/jobListing.htm?pos=101&ao=876280&s=58&guid=000001713f8fd6a09f3c23f46dcc7dbf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_dfabf1b1&cb=1585909324595&jobListingId=3546143065,Software Developer,Amdocs, – Pune,"Job ID: 86497
Required Travel :Minimal
Managerial - No
Who are we?
If you’re a smartphone user then you are part of an ever more connected and digital world. At Amdocs, we are leading the digital revolution into the future. From virtualized telecommunications networks, Big Data and Internet of Things to mobile financial services, billing and operational support systems, we are continually evolving our business to help you become more connected. We make sure that when you watch a video on YouTube, message friends on SnapChat or send your images on Instagram, you get a great service anytime, anywhere, and on any device. We are at the heart of the telecommunications industry working with giants such as AT&T, Vodafone, Telstra and Telefonica, helping them create an amazing new world for you where technology is being used in amazing new ways every single day.
In one sentence
Responsible for design, develop, modify, debug and/or maintain software systems.

Responsible for one or more specific modules within a large software system scope
What will your job look like?
You will design, develop, modify, debug and/or maintain software code according to functional, non-functional and technical design specifications.
You will follow Amdocs software engineering standards, applicable software development methodology and release processes, to ensure code is maintainable, scalable , supportable and demo the software products to stakeholders
You will investigate issues by reviewing/debugging code, provides fixes and workarounds, and reviews changes for operability to maintain existing software solutions.
You will work within a team, collaborate and add value through participation in peer code reviews, provide comments and suggestions, work with cross functional teams to achieve goals.
You will assume technical accountability for your specific work products within an application and provide technical support during solution design for new requirements.
You will be encourage to actively look for innovation and continuous improvement, efficiency in all assigned tasks.
All you need is...
Bachelor's degree in Science/IT/Computing or equivalent
2-3 years of experience in writing software code in at least one programming language
2-3 years of knowledge in Unix/Linux
Good knowledge in Object Oriented Design and development
Why you will love this job:
You will be challenged with design and develop new software applications
You will have the opportunity to work in a growing organization, with ever growing opportunities for personal growth
You will have the opportunity to work with the industry most advanced technologies"
157,https://www.glassdoor.co.in/partner/jobListing.htm?pos=107&ao=437149&s=58&guid=000001713f8fd6a09f3c23f46dcc7dbf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_1896ef28&cb=1585909324603&jobListingId=3546130759,Software Developer (Freshers),Centiro, – Pune,"Centiro is a Swedish software company with more than 300 employees. Our solutions empower marquee brands and finer supply chains in 125+ countries. We believe in enabling and empowering commerce for companies with winning aspirations who seek to make a difference. Core focus is to connect and enable cloud-based delivery and service networks in the world of digital. Centiro has received numerous awards and honors, including Great Place to Work®. Founded in 1998, with offices in Sweden, India, the UK and the US. Read more at centiro.com.

Purpose – Always with our culture at heart

Working at Centiro is different. Inspiring, challenging and rewarding. We are on a clear and rapid path of expansion and are looking for talents with a passion and drive to make a difference. Do you have the ability to see things from another perspective? Then you might be right for us. This is an exciting time to join the Centiro journey.

Who are you?

.Net MVC web developer having thorough knowledge of .NET framework, C# & ASP.NET MVC

Bonus Skills:
Knowledge of JavaScript libraries (for example JQuery) • Knowledge of HTML, JavaScript and CSS
Knowledge of integrating and developing web services (REST, WCF) • Knowledge of h Unit and Integration testing
Knowledge of system design and requirement analysis
Knowledge about ORM frameworks (for example Entity Framework)
Good understanding on how to develop stable, high performing and maintainable high scale systems
Knowledge of Test-Driven Development
Knowledge of Domain Driven Design
Knowledge of JavaScript frameworks (for example AngularJS)
Knowledge of UI frameworks (for example Twitter Bootstrap)
Knowledge of mobile application development
Education and interests:
College/University degree in IT, Engineering or equivalent field
Wide interest in technology and software systems
Flexible in the working process to be able to quickly switch to higher priority tasks ·
Fluent in English, both verbally and in writing
Ability to present answers to the customers in a professional and informative way
Keep a high customer satisfaction focus
We value an easy-going attitude and understanding of our corporate culture, which is based on personal responsibility and great commitment.
What We Offer

We offer a professional, stimulating workplace in a company with an exciting future. We have a flat organizational structure with short decision pathways and accessible management. Our organization is based on participation, transparency and the drive to push the limits of what is possible. Our employees are dynamic and dedicated, combining a relaxed atmosphere with razor-sharp professionalism. We have plenty of career opportunities for the right people. We at Centiro value a good balance between work and leisure time.
Applications will be processed on a continuous basis. We look forward to receiving your application!

Best in class

Sustainability and security are essential at Centiro. We achieved the gold level in the assessment of environmental, social, and ethical performance performed by EcoVadis; Gold Rating, Top 1%. We are above and beyond standards. We not only follow them, we develop them.
At Centiro we celebrate difference. We strongly believe that diversity of background, experience, and perspectives are integral for a dynamic workplace for our colleagues and a successful collaboration with our customers."
158,https://www.glassdoor.co.in/partner/jobListing.htm?pos=103&ao=828661&s=58&guid=000001713f8fd6a09f3c23f46dcc7dbf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_c9d74311&cb=1585909324598&jobListingId=3545729966,Software Developer - GoLang/Python,Ciena, – Pune,"Ciena may well be the most important technology company you’ve never heard of. The innovations that wow us (driverless cars), and those we now take for granted (the ability to mobile-stream your favorite show) are the products of ingenuity from some brilliant and forward-thinking companies. But those companies rely on Ciena, another vanguard of innovation, to create and advance the underlying networks that bring their breakthroughs to our doorsteps. VR, AI, IOT, 5G … literally none of it would be possible without the mind-boggling technology that makes the internet itself work. For more than 25 years, Ciena has been the global leader in networking strategy, and our technology has been part of the critical infrastructure running within the most advanced companies in the world.


What will you do at Ciena?

We are looking for stellar software engineers to work on the team developing the Blue Planet Orchestration platform services and software development kit (SDK).

Responsibilities

− Develop new software micro-services, libraries, and features that form the platform supporting service orchestration

− Extend and create SDKs used by developers to author resource adapters, service templates, and lifecycle plans

− Work closely with the Blue Planet solution teams, internal developers, and customers to support their use of the platform to deliver complete solutions to customers

− Participate in all phases of the development cycle – plan, design, implement, review, test, deploy, document, and training.

Areas of impact

You will be working as a Blue Planet software engineer creating an orchestration platform that service providers use to manage service lifecycles and automate operations. Blue Planet is based on a modern software architecture that leverages open-source technologies, model-driven templates and container-based micro-services. Blue Planet facilitates the evolution toward more efficient, modernized network operations and software-defined programmability to accelerate the delivery of on-demand services, reduce costs, and enable a path to increased network autonomy.

Experience

− Bachelors/Masters in Computer Science or equivalent experience

− Strong understanding of Computer Science fundamentals, algorithms & design patterns

− Development experience (> 5 to 6 years ) – preferably on languages such as GoLang / Python and scripting skills

− Interest and ability to quickly learn and ramp-up on new languages and technologies

− Ability to write understandable, reliable and testable code with minimum supervision

Desirable knowledge or experience in (a plus – not mandatory):

− Distributed, Highly-available systems running at large scale

− Distributed platforms which use Kafka, Elasticsearch, Cassandra or similar systems

− Cloud environments (e.g., Docker, AWS, Openstack etc.,)

− Asynchronous programming patterns (e.g., GO Routines/Channels, Python frameworks like Twisted)

− Basic understanding of networking including L2/L3 Switching & Routing

− Fundamentals of SDN and NFV (Network function virtualization)

− Experience in CI/CD (Continuous Integration & Delivery), AGILE work environments

− Ability to troubleshoot and solve issues on scale systems

*LI-CN

Rewarding experience. Meaningful outcomes.

Making a difference in people's lives through design and implementation of leading network technologies. That's what motivates us.

A distinct way to work

Free thinking, free discussion, and collaboration are the norm. Expect more satisfying outcomes - both personal and professional.

Ciena values the diversity of our workforce and respects its employees as individuals, regardless of race, nationality, religion, sexual orientation, gender or age.

Ciena is also committed to developing inclusive, barrier-free selection processes and work environments. If contacted in relation to a job opportunity, you should advise Ciena in a timely fashion of the specific needs / accommodation measures which must be taken to enable you to be assessed in a fair and equitable manner. Information received relating to any specific needs / accommodation measures will be addressed confidentially.

What you can expect from us
You will receive notification of your successful application
Successful applicants will be contacted by Talent Acquisition for an initial discussion
If suitable you will be considered for the short list and our formal interview process"
159,https://www.glassdoor.co.in/partner/jobListing.htm?pos=110&ao=3949&s=58&guid=000001713f8fd6a09f3c23f46dcc7dbf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_ebef82a2&cb=1585909324607&jobListingId=3459204964,Software Developer II,SpaceClaim, – Pune,"SUMMARY
The R&D Developer involves developing, implementing, and maintaining functionality related to the ANSYS MAPDL application and Mechanical product line. The immediate work will be related to advanced contact modeling, nonlinear transient analysis methods. Other areas of work for this position may include developing and enhancing MAPDL nonlinear solution, global procedure and high-performance computing capabilities.
ESSENTIAL FUNCTIONS
•Software development activities, including requirements gathering, design, coding, documentation and testing
•Defining architecture, algorithmic, and/or data structure requirements and design
•Performing extensive research and analysis
•Providing technical and/or project leadership
•Participate and resolve reported coding defects
•Software maintenance and 3rd-tier technical support
•Assisting and mentoring less experienced members of the staff
JOB MINIMUM REQUIREMENTS AND QUALIFICATIONS
•Bachelor’s Degree in mechanical, civil, engineering mechanics or aerospace engineering with 5 years of experience or Master’s Degree in mechanical, civil, engineering mechanics or aerospace engineering.
•Strong scientific programming background in development and application of Finite Element Analysis techniques is required.
•Proficiency in FORTRAN, C/C++, Python, Microsoft Visual Studio environment, highly motivated with a strong work ethic.
•Experience in development of finite element formulations or other discretization methods is required.
•This position requires the ability to work in a geographically distributed development environment and requires excellent communication skills.
PREFERRED QUALIFICATIONS
•Ph.D. in mechanical, civil, engineering mechanics or aerospace engineering.
•Experience with object-oriented programing development is a plus
•Linux experience is highly desirable
•Project planning, management & leadership skills
•Ability to work well with all levels of employees and management

CULTURE AND VALUES
Culture and values are incredibly important to ANSYS. They inform us of who we are, of how we act. Values aren't posters hanging on a wall or about trite or glib slogans. They aren't about rules and regulations. They can't just be handed down the organization. They are shared beliefs – guideposts that we all follow when we're facing a challenge or a decision. Our values tell us how we live our lives; how we approach our jobs. Our values are crucial for fostering a culture of winning for our company:
• Customer focus
• Results and Accountability
• Innovation
• Transparency and Integrity
• Mastery
• Inclusiveness
• Sense of urgency
• Collaboration and Teamwork
ANSYS does not accept unsolicited referrals for vacancies, and any unsolicited referral will become the property of ANSYS. Upon hire, no fee will be owed to the agency, person, or entity."
160,https://www.glassdoor.co.in/partner/jobListing.htm?pos=112&ao=215489&s=58&guid=000001713f8fd6a09f3c23f46dcc7dbf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_30a6516c&cb=1585909324610&jobListingId=3518059730,"Software Developer ( C ++, C, Unix/Linux, SQL)(Gurgaon)(4-7 Years)","Amdocs, Inc.", – Pune,"Job ID: 88300
Required Travel :Minimal
Managerial - No
Who are we?
Every day, billions of transactions, calls and messages that hold the world’s communications fabric together run on systems that Amdocs has helped to create.

Because we work with some of the largest and most innovative companies on the planet, our work makes an impact. Over the past four decades, we have continually reinvented ourselves, and as we keep moving into exciting new areas such as media, gaming, IoT, 5G, cloud services and more, there are always opportunities for us to grow and develop. We will nurture your entrepreneurial instincts with open doors and promote your ability to seize the day. Our company is built of amazing people, a supportive atmosphere and a culture built on mutual support, respect and a “feel good factor” that can only happen in a workplace built by the kind of people that Amdocs employs.

Make your career journey with us.
In one sentence
Responsible for design, develop, modify, debug and/or maintain software systems.

Responsible for one or more specific modules within a large software system scope
What will your job look like?
You will design, develop, modify, debug and/or maintain software code according to functional, non-functional and technical design specifications.
You will follow Amdocs software engineering standards, applicable software development methodology and release processes, to ensure code is maintainable, scalable , supportable and demo the software products to stakeholders
You will investigate issues by reviewing/debugging code, provides fixes and workarounds, and reviews changes for operability to maintain existing software solutions.
You will work within a team, collaborate and add value through participation in peer code reviews, provide comments and suggestions, work with cross functional teams to achieve goals.
You will assume technical accountability for your specific work products within an application and provide technical support during solution design for new requirements.
You will be encourage to actively look for innovation and continuous improvement, efficiency in all assigned tasks.
All you need is...
Bachelor's degree in Science/IT/Computing or equivalent.
Experience in writing software code in C ++ and C both.
Experience in Unix/Linux/AIX
Good knowledge in writing SQL queries .
Good knowledge in shell scripting.
Good knowledge in GDB/DBX.
Non-technical skill
Highly motivated
Good communication skill
Hunger for learning
Why you will love this job:
You will be challenged with design and develop new software applications
You will have the opportunity to work in a growing organization, with ever growing opportunities for personal growth
You will have the opportunity to work with the industry most advanced technologies"
161,https://www.glassdoor.co.in/partner/jobListing.htm?pos=111&ao=344625&s=58&guid=000001713f8fd6a09f3c23f46dcc7dbf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_51d31a75&cb=1585909324608&jobListingId=3517058024,C++ Software Developer,Siemens, – Pune,"C++ Software Developer

The world is constantly
changing and were always thinking about whats next. Can you help us build the
technologies and innovations of tomorrow?

Concepts that make
transport more efficient are in demand with the ever-increasing need for
mobility. With our long-standing transport expertise and our IT know-how, we
are constantly developing new, intelligent mobility solutions that increase
availability of infrastructure, optimize throughput and improve passenger
experience. Its in how we electrify, automate and digitalize infrastructure
that were setting the benchmark for tomorrows mobility today.

Our team of over 3,000
professionals forms a meaningful part of the global network of about 17,500
software guides within Siemens. In India, we have offices in Bengaluru,
Chennai, Gurgaon, Noida, and Pune.

What part will you play?
Design, develop, and maintain product functionalities
Prepare documentation as per required standards
Work closely with team members across Geographies to
deliver the assigned work
Use your skills to move
the world forward
2-6 years of experience in C++ with excellent
understanding of OOPS concepts
Bachelors degree in Electronic and Tele-Communication
OR Computer Science
Should we well-versed with Waterfall and Agile
methodologies
Understanding of the code versioning systems such as
ClearCase and Git and static code analysis tools
Basic knowledge of design patterns and should possess
good debugging skills
Knowledge of network programing and socket
programing
Excellent communication skills to work in a
collaborative manner with colleagues from different nationalities
Can-do attitude, continuous improvement mindset, and
initiative taking abilities to build high quality product and improve
knowledge within the team
Weve got quite a lot to offer. How about you?
Competitive compensation
An opportunity to shape the future of autonomous systems
World-class researchers and engineers as team
members
We are an equal opportunity employer and welcome
diversity
This role is based in Pune. Youll also get to
visit other locations in India and beyond, so youll need to go where this journey
takes you. In return, youll get the chance to work with teams impacting entire
cities, countries and the shape of things to come.

Make your mark in our
exciting world at Siemens.

Were Siemens. A collection of over 379,000 minds building the future,
one day at a time in over 200 countries. We're dedicated to equality and we
welcome applications that reflect the diversity of the communities we work in.
All employment decisions at Siemens are based on qualifications, merit and
business need. Bring your curiosity and imagination and help us shape tomorrow.

Find out more about
mobility at: https://new.siemens.com/global/en/products/mobility.html
and about Siemens careers at: www.siemens.com/careers

Organization: Internet of Things

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time"
162,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=344625&s=58&guid=000001713f8fd6a09f3c23f46dcc7dbf&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_c77a564d&cb=1585909324601&jobListingId=3517057993,Senior C++ Software Developer,Siemens, – Pune,"Senior Software Developer
(C++)

The world is constantly
changing and were always thinking about whats next. Can you help us build the
technologies and innovations of tomorrow?

Concepts that make
transport more efficient are in demand with the ever-increasing need for
mobility. With our long-standing transport expertise and our IT know-how, we
are constantly developing new, intelligent mobility solutions that increase
availability of infrastructure, optimize throughput and improve passenger
experience. Its in how we electrify, automate and digitalize infrastructure
that were setting the benchmark for tomorrows mobility today.

Our team of over 3,000
professionals forms a meaningful part of the global network of about 17,500
software guides within Siemens. In India, we have offices in Bengaluru,
Chennai, Gurgaon, Noida, and Pune.

What part will you play?
Design, develop, and maintain product functionalities
Prepare documentation as per required standards
Work closely with team members across Geographies to
deliver the assigned work
Use your skills to move
the world forward
6-8 years of experience in C++ with excellent
understanding of OOPS concepts
Bachelors degree in Electronic and Tele-Communication
OR Computer Science
Should we well-versed with Waterfall and Agile
methodologies
Understanding of the code versioning systems such as
ClearCase and Git and static code analysis tools
Basic knowledge of design patterns and should possess
good debugging skills
Knowledge of network programing and socket
programing
Excellent communication skills to work in a
collaborative manner with colleagues from different nationalities
Can-do attitude, continuous improvement mindset, and
initiative taking abilities to build high quality product and improve
knowledge within the team
Weve got quite a lot to offer. How about you?
Competitive compensation
An opportunity to shape the future of autonomous systems
World-class researchers and engineers as team
members
We are an equal opportunity employer and welcome
diversity
This role is based in Pune. Youll also get to
visit other locations in India and beyond, so youll need to go where this journey
takes you. In return, youll get the chance to work with teams impacting entire
cities, countries and the shape of things to come.

Make your mark in our
exciting world at Siemens.

Were Siemens. A collection of over 379,000 minds building the future,
one day at a time in over 200 countries. We're dedicated to equality and we
welcome applications that reflect the diversity of the communities we work in.
All employment decisions at Siemens are based on qualifications, merit and
business need. Bring your curiosity and imagination and help us shape tomorrow.

Find out more about
mobility at: https://new.siemens.com/global/en/products/mobility.html
and about Siemens careers at: www.siemens.com/careers

Organization: Internet of Things

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time"
